device_id,n_rows,Subject_ID_D
7f0e6ddf-c0aa-44f4-ba8c-ab9cfbf3da68,6906,019
ca84570a-e1e9-4afd-9b2e-97169f4fb7f4,6814,067
3b301a33-0640-4ca1-b5da-f92ce279a860,6602,012
8551b6d6-e487-47f8-a69a-fa2cfb34230b,6601,020
2b92bd8b-f27e-4ce7-9b0f-85745f8897b0,6591,018
d9413e58-1910-4485-9dd4-43f188b3f155,6331,089
ea530d49-d351-4456-8892-510264486b17,6237,024
cc373e47-1b4b-4e15-a7e7-7882510d4949,6028,003
333d33c5-8033-4cc0-9425-e0fad00f3613,5969,012
0948b131-dcfe-4482-a223-d9e4561ce019,5928,022
1d4afe7c-015b-4dc7-b690-a0cfb138024f,5481,079
15473e07-1dee-4682-8129-68f4c5d38cfe,5435,061
b86bda1a-3f22-4644-b470-ba599a20de89,5229,037
358c4427-b62c-4a51-8a8f-748e7cc05ced,4756,062
4e11d6b1-417c-413e-809b-b7646557cbd0,4743,046
4a85b9dc-2d18-42b2-b98d-f228dd3b3085,4581,048
d3933de9-24b5-4b1d-910e-a4b479b1931a,4545,062
5d40da66-06f2-4646-a277-3474576e74d7,4428,NOT_MAPPED
22f3ff7b-8376-44ed-b215-1e7324cd0354,4394,050
4b212ab8-f9dd-4e61-be16-1787edb030d3,4377,074
f3b5cf93-5f92-4d02-be6e-4f0c6e5d2042,4319,024
23d13a76-7c5a-4ac4-a7eb-5de4025645e7,4309,013
4870fb6a-a6a6-458d-aba8-56ed070c200e,4191,074
b266b238-3e48-4914-b45d-a3913c84d3dc,4102,073
64e8691a-103c-4d2b-bb54-dfd977d1fa6a,4098,038
be1e1b3b-4ddf-4851-84d3-990843d5cb58,3900,030
c219c7c9-afca-41d7-8693-332ea5222d08,3873,043
69ac287b-07c5-434c-ab0f-be657e970722,3801,NOT_MAPPED
e2cbb029-ed91-4120-ad5d-4bda56bdcb33,3787,083
df5229e7-99c0-420f-aa89-fc90c888f194,3607,038
1abb2d18-29ea-492a-808b-b01e865ebaa5,3593,007
d7e2b2ca-098b-4c70-ae74-ef074e95af83,3481,076
7542dd6c-61ae-4a9d-9422-92053e3ec270,3386,095
91ca65aa-efbb-4d7a-a8ad-b4ae1df3682c,3336,078
5ffd6309-7ec3-408e-85dc-3d31c7d665d7,3234,058
8a4d57f0-37b4-4de3-b342-ea3217c195a6,3226,020
4084251f-4b8f-404e-bacb-7cb73892dc53,3209,021
064fd2b6-f0ed-4a58-bb0e-b9d82367e72c,3086,060
e543fafa-f97a-414d-8fb4-91a2f135e48d,2950,022
c84399c2-6bc9-44ad-9b46-81ba47b5c14b,2869,002
7048e34b-2368-43fe-88af-23eaf8c551e9,2830,NOT_MAPPED
ca1d9d28-454f-4e58-aba1-61a3c93f5cb5,2791,029
95a0d327-70b6-43eb-b34e-885c91d75380,2691,010
b8632b38-8389-4863-8f7a-44e4e0f78b26,2674,NOT_MAPPED
a3971f73-22b8-4ede-af92-3a0c1f9b537f,2671,NOT_MAPPED
5de41172-2692-4407-b096-72f06e4c22a7,2664,NOT_MAPPED
3d5fb677-247b-4290-8fde-63e8c9bc3d2e,2647,049
2a809985-edc7-453b-9e2c-0c0cbeccf9a0,2595,030
d74f7acf-f82f-491d-90b9-d7321e6d4bcf,2534,041
dda728dc-feee-4444-8237-70f41c97d1c6,2438,078
7905f32b-1a85-4a2a-a742-220485f6d29c,2422,028
ba371144-2edb-4839-9fd5-1d0466e41510,2382,085
a64054ee-fd2c-4597-95c2-8a3c520f1d32,2270,080
93fac996-2c64-403a-a7d6-02932cb988ba,2242,011
a9563005-6158-48e7-bb5b-298d03aa42a0,2218,031
aee8c46c-ca38-4d68-8c6c-18340cb53649,2150,015
a19eb3b2-6e8c-455f-a551-7231f62080da,2046,NOT_MAPPED
c3b613d0-daa4-4d16-b116-1dcf30024a39,2018,077
3b85c91a-849e-45ec-9dcd-313c8c6e931b,2016,096
33fab45f-5d44-4384-998a-d3e77228849f,2008,037
7c226a0a-f3a4-4f01-9d49-fda590305078,1964,071
536902cf-31b5-4ac7-ac7a-f50783d635c9,1890,066
0ec2a84f-e2e1-4744-98ae-5c4b34fe876f,1783,072
26b25b93-8dcc-4a4e-8ca2-0d920e37acba,1693,007
9fba07c0-12f9-4300-a9d2-b204be6da705,1683,031
4c21963e-e81d-48e9-b3f9-86113355161a,1678,086
d5feb25c-feb1-432f-a297-09da8da7609a,1564,NOT_MAPPED
8ba0268b-1951-49e3-8fea-692d77fdd7bc,1487,NOT_MAPPED
64a130a6-6b77-4bd1-9bc1-3822f765f538,1389,070
edb42356-1b11-4ba0-a74d-2edd1df30d16,1387,053
d209c58f-f8da-40af-8688-27f5acb3fca3,1341,046
