analysis_scope,repeat,model,n_predictions,rmse,mae,r2
repeat,3,mean_baseline,81,8.684119174301873,6.932676578822411,-0.036308216283498895
repeat,4,mean_baseline,81,8.72633476881711,6.962459342355175,-0.04640819355138004
repeat,5,mean_baseline,81,8.638395677801002,6.90744005223172,-0.025424235457501387
repeat,6,mean_baseline,81,8.766064957191439,6.981473765432098,-0.05595828233672684
repeat,7,mean_baseline,81,8.839820267942702,7.052862951092118,-0.07380213199154095
repeat,8,mean_baseline,81,8.684675060826253,6.952409781576447,-0.03644089253968974
repeat,9,mean_baseline,81,8.770979558425628,6.979101673789174,-0.05714263783806772
repeat,10,mean_baseline,81,8.580306319300266,6.843775819088319,-0.01167956340108911
repeat,11,mean_baseline,81,8.67125390242422,6.890271545584045,-0.03323996931200379
repeat,12,mean_baseline,81,8.740871119086744,6.944710944919279,-0.049897315996043634
repeat,13,mean_baseline,81,8.680544921900538,6.908850605413105,-0.03545533419024083
repeat,14,mean_baseline,81,8.793499039826553,6.982867996201329,-0.06257803194500133
repeat,15,mean_baseline,81,8.75280390521192,6.891726614434947,-0.05276585198606343
repeat,16,mean_baseline,81,8.711278088202473,6.969023326210825,-0.04280030044850536
repeat,17,mean_baseline,81,8.656115149848475,6.833839624881292,-0.029635344162892485
repeat,18,mean_baseline,81,8.637292350296153,6.855703050807216,-0.02516231031459326
repeat,19,mean_baseline,81,8.714398445238526,6.943231540835708,-0.04354749092793808
repeat,20,mean_baseline,81,8.604500766749542,6.873668684710349,-0.017393004589210115
pooled,pooled,mean_baseline,1620,8.553627036895131,6.805845159662868,-0.005397987534069504
pooled,pooled,elastic_net,1620,8.700584664537345,6.894836677501125,-0.04024171809217525
pooled,pooled,pls,1620,9.588097532251787,7.569376951796061,-0.26328773061354216
pooled,pooled,spline_ridge,1620,8.855492149522634,7.06239914456757,-0.07761293735671448
pooled,pooled,random_forest,1620,8.906637783569701,7.045706860106794,-0.09009657061283072
pooled,pooled,extra_trees,1620,8.807641324438388,6.989273479271079,-0.06599859634460259
pooled,pooled,hist_gradient_boosting,1620,9.180702809646558,7.246493590926285,-0.1582151726452199
pooled,pooled,xgboost,1620,8.929020656880686,7.037709268640589,-0.09558240099430537
