Subject_ID_N,Subject_ID_D,device_id,device_episode_index,n_devices_for_subject,table_name,window_name,window_start_ms,window_end_ms,table_has_data,n_raw_rows,n_active_days,extraction_status,error_message,screen_event_count,active_screen_days,night_screen_event_count,screen_events_per_active_day,app_foreground_event_count,active_app_days,unique_foreground_apps,app_use_diversity,app_events_per_active_day,aware_log_rows,aware_log_active_days,data_logging_coverage_days,system_log_density,json_parse_errors
3,001,877c14a8-9ab8-48d4-8fe3-ad3df98c3750,1,1,aware_log,early_window,1736028000000,1736632800000,True,6577,4.0,ok_has_data,,,,,,,,,,,6577.0,4.0,4.0,1644.25,0
3,001,877c14a8-9ab8-48d4-8fe3-ad3df98c3750,1,1,aware_log,late_window,1756933200000,1757538000000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
86,095,7542dd6c-61ae-4a9d-9422-92053e3ec270,1,2,screen,early_window,1742076000000,1742680800000,True,1368,1.0,ok_has_data,,1368.0,1.0,0.0,1368.0,,,,,,,,,,0
86,095,7542dd6c-61ae-4a9d-9422-92053e3ec270,1,2,screen,late_window,1760562000000,1761166800000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
86,095,7542dd6c-61ae-4a9d-9422-92053e3ec270,1,2,applications_foreground,early_window,1742076000000,1742680800000,True,2698,1.0,ok_has_data,,,,,,2698.0,1.0,16.0,3.2241787137262166,2698.0,,,,,0
86,095,7542dd6c-61ae-4a9d-9422-92053e3ec270,1,2,applications_foreground,late_window,1760562000000,1761166800000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
86,095,7542dd6c-61ae-4a9d-9422-92053e3ec270,1,2,aware_log,early_window,1742076000000,1742680800000,True,55556,7.0,ok_has_data,,,,,,,,,,,55556.0,7.0,7.0,7936.571428571428,0
86,095,7542dd6c-61ae-4a9d-9422-92053e3ec270,1,2,aware_log,late_window,1760562000000,1761166800000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
86,095,80aa7075-c1e6-494d-980c-141c09cf13d3,2,2,screen,early_window,1742076000000,1742680800000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
86,095,80aa7075-c1e6-494d-980c-141c09cf13d3,2,2,screen,late_window,1760562000000,1761166800000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
86,095,80aa7075-c1e6-494d-980c-141c09cf13d3,2,2,applications_foreground,early_window,1742076000000,1742680800000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
86,095,80aa7075-c1e6-494d-980c-141c09cf13d3,2,2,applications_foreground,late_window,1760562000000,1761166800000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
86,095,80aa7075-c1e6-494d-980c-141c09cf13d3,2,2,aware_log,early_window,1742076000000,1742680800000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
86,095,80aa7075-c1e6-494d-980c-141c09cf13d3,2,2,aware_log,late_window,1760562000000,1761166800000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
