Subject_ID_N,Subject_ID_D,device_id,device_episode_index,n_devices_for_subject,table_name,window_name,window_start_ms,window_end_ms,table_has_data,n_raw_rows,n_active_days,extraction_status,error_message,json_parse_errors,keyboard_event_count,active_keyboard_days,keyboard_events_per_active_day,touch_event_count,active_touch_days,touch_events_per_active_day,activity_event_count,active_activity_days,still_event_count,walking_event_count,in_vehicle_event_count,activity_diversity,high_confidence_activity_event_count,mean_activity_confidence
3,001,877c14a8-9ab8-48d4-8fe3-ad3df98c3750,1,1,keyboard,late_window,1756933200000,1757538000000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
3,001,877c14a8-9ab8-48d4-8fe3-ad3df98c3750,1,1,touch,early_window,1736028000000,1736632800000,True,2970,1.0,ok_has_data,,0,,,,2970.0,1.0,2970.0,,,,,,,,
3,001,877c14a8-9ab8-48d4-8fe3-ad3df98c3750,1,1,touch,late_window,1756933200000,1757538000000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
3,001,877c14a8-9ab8-48d4-8fe3-ad3df98c3750,1,1,plugin_google_activity_recognition,early_window,1736028000000,1736632800000,True,284,4.0,ok_has_data,,0,,,,,,,284.0,4.0,209.0,0.0,2.0,1.1897504833498074,223.0,82.45070422535211
3,001,877c14a8-9ab8-48d4-8fe3-ad3df98c3750,1,1,plugin_google_activity_recognition,late_window,1756933200000,1757538000000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
86,095,7542dd6c-61ae-4a9d-9422-92053e3ec270,1,2,keyboard,early_window,1742076000000,1742680800000,True,418,1.0,ok_has_data,,0,418.0,1.0,418.0,,,,,,,,,,,
86,095,7542dd6c-61ae-4a9d-9422-92053e3ec270,1,2,keyboard,late_window,1760562000000,1761166800000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
86,095,7542dd6c-61ae-4a9d-9422-92053e3ec270,1,2,touch,early_window,1742076000000,1742680800000,True,2394,1.0,ok_has_data,,0,,,,2394.0,1.0,2394.0,,,,,,,,
86,095,7542dd6c-61ae-4a9d-9422-92053e3ec270,1,2,touch,late_window,1760562000000,1761166800000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
86,095,7542dd6c-61ae-4a9d-9422-92053e3ec270,1,2,plugin_google_activity_recognition,early_window,1742076000000,1742680800000,True,1379,7.0,ok_has_data,,0,,,,,,,1379.0,7.0,668.0,0.0,125.0,1.924276302888419,1042.0,83.70340826686004
86,095,7542dd6c-61ae-4a9d-9422-92053e3ec270,1,2,plugin_google_activity_recognition,late_window,1760562000000,1761166800000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
86,095,80aa7075-c1e6-494d-980c-141c09cf13d3,2,2,keyboard,early_window,1742076000000,1742680800000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
86,095,80aa7075-c1e6-494d-980c-141c09cf13d3,2,2,keyboard,late_window,1760562000000,1761166800000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
86,095,80aa7075-c1e6-494d-980c-141c09cf13d3,2,2,touch,early_window,1742076000000,1742680800000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
86,095,80aa7075-c1e6-494d-980c-141c09cf13d3,2,2,touch,late_window,1760562000000,1761166800000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
86,095,80aa7075-c1e6-494d-980c-141c09cf13d3,2,2,plugin_google_activity_recognition,early_window,1742076000000,1742680800000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
86,095,80aa7075-c1e6-494d-980c-141c09cf13d3,2,2,plugin_google_activity_recognition,late_window,1760562000000,1761166800000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
