repeat,fold,feature_scope,term_name,coefficient,ridge_alpha
1,1,primary_plus_adjusted,missingindicator_message_distinct_event_count,0.041991146769686474,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_outgoing_message_count,0.041991146769686474,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_activity_active_hour_count,0.07186798563617477,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_activity_state_diversity,0.07186798563617477,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_activity_still_fraction,0.07186798563617477,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_activity_transition_count,0.07186798563617477,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_activity_unknown_fraction,0.07186798563617477,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_median_unlocked_session_duration_seconds,0.07186798563617477,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_night_screen_event_count,0.09159296329245284,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_screen_active_hour_count,0.09159296329245284,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_screen_event_count,0.09159296329245284,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_screen_off_event_count,0.09159296329245284,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_screen_on_event_count,0.09159296329245284,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_screen_transition_count,0.09159296329245284,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_screen_unlock_event_count,0.09159296329245284,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_telephony_event_count,0.07186798563617477,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_telephony_mobile_data_enabled_fraction,0.07186798563617477,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_telephony_network_type_diversity,0.07186798563617477,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_touch_active_hour_count,-0.023003734834694346,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_touch_app_diversity,-0.023003734834694346,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_touch_click_event_count,-0.023003734834694346,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_touch_distinct_event_count,-0.023003734834694346,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_touch_scroll_direction_change_count,0.032275344355792525,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_touch_scroll_event_count,-0.023003734834694346,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_touch_scroll_index_change_median,0.032275344355792525,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_touch_unique_app_count,-0.023003734834694346,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_barometer_downward_transition_count,0.0,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_barometer_estimated_elevation_change_m,0.0,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_barometer_large_vertical_shift_count,0.0,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_barometer_pressure_range,0.0,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_barometer_pressure_sd,0.0,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_barometer_upward_transition_count,0.0,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_sensor_linear_accelerometer_active_hour_count,0.0,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_sensor_linear_accelerometer_event_count,0.0,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_sensor_linear_accelerometer_maximum_range,0.0,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_sensor_linear_accelerometer_power_ma,0.0,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_sensor_linear_accelerometer_resolution,0.0,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_significant_active_hour_count,0.0,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_significant_motion_transition_count,0.0,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_significant_moving_event_count,0.0,621.0169418915616
1,1,primary_plus_adjusted,missingindicator_significant_moving_fraction,0.0,621.0169418915616
1,1,all_available,app_foreground_event_count,0.13601871044424818,356.2247890262444
1,1,all_available,app_use_diversity,0.1473631622062659,356.2247890262444
1,1,all_available,unique_foreground_apps,0.0925098885354822,356.2247890262444
1,1,all_available,bluetooth_address_diversity_ratio,0.0,356.2247890262444
1,1,all_available,unique_bluetooth_addresses,0.0,356.2247890262444
1,1,all_available,call_event_count,-0.013940162213354519,356.2247890262444
1,1,all_available,incoming_call_count,-0.03456549812383622,356.2247890262444
1,1,all_available,missed_rejected_blocked_call_count,0.1564186709269747,356.2247890262444
1,1,all_available,outgoing_call_count,-0.022471583143989976,356.2247890262444
1,1,all_available,total_call_duration_seconds,0.0030001241778485847,356.2247890262444
1,1,all_available,gsm_cell_transition_count,-0.02090962132093717,356.2247890262444
1,1,all_available,unique_gsm_cell_count,-0.021066684964582492,356.2247890262444
1,1,all_available,unique_gsm_lac_count,-0.06996552161871858,356.2247890262444
1,1,all_available,gsm_neighbor_cell_transition_count,-0.04292855254319379,356.2247890262444
1,1,all_available,unique_gsm_neighbor_cell_count,-0.3129364663374672,356.2247890262444
1,1,all_available,unique_gsm_neighbor_lac_count,-0.36575008296628936,356.2247890262444
1,1,all_available,keyboard_deletion_event_count,0.08185987701672051,356.2247890262444
1,1,all_available,keyboard_inter_event_interval_iqr_ms,5.701113849303219e-05,356.2247890262444
1,1,all_available,keyboard_long_pause_count_2s,0.051929542914273236,356.2247890262444
1,1,all_available,keyboard_median_inter_event_interval_ms,0.001480302237996188,356.2247890262444
1,1,all_available,keyboard_median_word_completion_time_ms,-0.19547202354209867,356.2247890262444
1,1,all_available,keyboard_typing_burst_count,0.0461703090119514,356.2247890262444
1,1,all_available,location_distinct_observation_count,0.0,356.2247890262444
1,1,all_available,location_total_distance_km,0.0,356.2247890262444
1,1,all_available,message_distinct_event_count,-0.044050247346245804,356.2247890262444
1,1,all_available,outgoing_message_count,0.07388172645684755,356.2247890262444
1,1,all_available,activity_active_hour_count,-0.04864982003351876,356.2247890262444
1,1,all_available,activity_state_diversity,0.028348011929258746,356.2247890262444
1,1,all_available,activity_still_fraction,-0.032936718882895344,356.2247890262444
1,1,all_available,activity_transition_count,-0.08937362751620935,356.2247890262444
1,1,all_available,activity_unknown_fraction,0.06356817970443726,356.2247890262444
1,1,all_available,median_unlocked_session_duration_seconds,-0.003490425404543279,356.2247890262444
1,1,all_available,night_screen_event_count,-0.06569491718873322,356.2247890262444
1,1,all_available,screen_active_hour_count,-0.017445931740209572,356.2247890262444
1,1,all_available,screen_event_count,0.12726245246902812,356.2247890262444
1,1,all_available,screen_off_event_count,0.09922323156788025,356.2247890262444
1,1,all_available,screen_on_event_count,0.14098234553839442,356.2247890262444
1,1,all_available,screen_transition_count,-0.049551113301155345,356.2247890262444
1,1,all_available,screen_unlock_event_count,0.21259367894114006,356.2247890262444
1,1,all_available,telephony_event_count,0.06893845033363147,356.2247890262444
1,1,all_available,telephony_mobile_data_enabled_fraction,-0.376767173619314,356.2247890262444
1,1,all_available,telephony_network_type_diversity,0.09847639992057852,356.2247890262444
